_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,COMMON_NAME,DBH_TRUNK,geometry
3319885,9125,490071,154,HUMBERCREST BLVD,ST JOHN'S RD,LN E HUMBERCREST N ST JOHNS,,0.0,10.0,,4.0,"Maple, Japanese",10.0,"{'type': 'Point', 'coordinates': (-79.4937626489933, 43.6621381065415)}"
3319886,9126,57602,32,HENDON AVE,DUPLEX AVE NORTH YORK,GREENVIEW AVE,,0.0,20.0,,18.0,Serviceberry,4.0,"{'type': 'Point', 'coordinates': (-79.4185087147377, 43.7811325108544)}"
3319887,9127,NY43285,145,BANNATYNE DR,WOODSWORTH RD,LESLIE ST,,0.0,10.0,,15.0,"Maple, Japanese",10.0,"{'type': 'Point', 'coordinates': (-79.3622385893622, 43.758747803081)}"
3319888,9128,NY77894,548,FAIRLAWN AVE,FALKIRK ST,BARSE ST,,0.0,10.0,,8.0,"Maple, Norway",35.0,"{'type': 'Point', 'coordinates': (-79.4287144494899, 43.7255914527054)}"
3319889,9129,411250,158,NORTH QUEEN ST,INDEX RD,MANSTOR RD,,0.0,50.0,,3.0,Hackberry,8.0,"{'type': 'Point', 'coordinates': (-79.5558210281249, 43.621215001013)}"
3319890,9130,557226,45,LE PAGE CRT,KEELE ST,CERAMIC RD,,0.0,20.0,,6.0,"Elm, David 'Accolade'",8.0,"{'type': 'Point', 'coordinates': (-79.4850114868814, 43.7586675681318)}"
3319891,9131,484920,147,JOHN ST YORK,ELM ST YORK,PINE ST,,0.0,10.0,,5.0,"Mulberry, white 'weeping'",10.0,"{'type': 'Point', 'coordinates': (-79.5119557055149, 43.7049187574008)}"
3319892,9132,64803,11,SABER CRT,BLAKE AVE,,,0.0,10.0,,18.0,"Maple, sugar 'Legacy'",7.0,"{'type': 'Point', 'coordinates': (-79.4280056670387, 43.7798747113523)}"
3319893,9133,EY8716,53,SQUIRES AVE,ST CLAIR AVE E,HOLMSTEAD AVE,,0.0,10.0,,19.0,"Maple, silver",51.0,"{'type': 'Point', 'coordinates': (-79.3009792566377, 43.7087615532028)}"
3319894,9134,549904,124,DARLINGSIDE DR,HOMESTEAD RD,DONNACONA CRES,,0.0,20.0,,25.0,"Maple, Freeman 'Autumn Blaze'",4.0,"{'type': 'Point', 'coordinates': (-79.174462067785, 43.7607000292142)}"
3319895,9135,459077,6,VANSCO RD,WICKMAN RD,NORTH QUEEN ST,,0.0,20.0,,3.0,"Maple, Japanese",3.0,"{'type': 'Point', 'coordinates': (-79.5343782366043, 43.6200313587186)}"
3319896,9136,NY113116,63,PINNACLE RD,MOSSGROVE TRL,MOSSGROVE TRL,,0.0,30.0,,15.0,"Mulberry, white 'weeping'",15.0,"{'type': 'Point', 'coordinates': (-79.3672869121038, 43.75497060235241)}"
3319897,9137,SC56929,49,MANORGLEN CRES,SUMMERGLADE DR,MARILAKE DR,,0.0,10.0,,23.0,"Maple, Norway",60.0,"{'type': 'Point', 'coordinates': (-79.2720039537325, 43.7796269004729)}"
3319898,9138,SC107490,6,MILLDOCK DR,STARSPRAY BLVD,STARSPRAY BLVD,,0.0,10.0,,25.0,"Honey locust, 'Shade master'",40.0,"{'type': 'Point', 'coordinates': (-79.1232917898794, 43.7895104669155)}"
3319899,9139,TO93167,117,UNION ST,TOWNSLEY ST,TURNBERRY AVE,,0.0,60.0,,9.0,"Maple, Norway 'Emerald Queen '",29.0,"{'type': 'Point', 'coordinates': (-79.4673111850516, 43.6777197124312)}"
3319900,9140,113568,4,MILNE AVE,SCOTIA AVE,MEDFORD AVE,,0.0,120.0,,20.0,"Elm, Chinese",28.0,"{'type': 'Point', 'coordinates': (-79.27353928580061, 43.698162024694)}"
3319901,9141,91243,165,PARKHURST BLVD,SUTHERLAND DR,RANDOLPH RD,,0.0,10.0,,15.0,"Maple, sugar 'Legacy'",15.0,"{'type': 'Point', 'coordinates': (-79.365386396708, 43.7104553801848)}"
3319902,9142,625505,90,LEYTON AVE,DENTON AVE,NEWPORT AVE,,0.0,10.0,,20.0,"Honey locust, 'Skyline'",6.0,"{'type': 'Point', 'coordinates': (-79.2790217766636, 43.6955512748097)}"
3319903,9143,372484,184,GALLOWAY RD,MONTORO LANE,185 GALLOWAY RD,,0.0,620.0,,24.0,"Linden, Littleleaf",8.0,"{'type': 'Point', 'coordinates': (-79.1959448065428, 43.7645620782313)}"
3319904,9144,TO90981,20,STRATHGOWAN AVE,YONGE ST,ST HILDA'S AVE,,0.0,10.0,,15.0,"Lilac, Japanese",18.0,"{'type': 'Point', 'coordinates': (-79.3999394855382, 43.719006679827)}"
3319905,9145,174443,310,ATTWELL DR,BELFIELD RD,DISCO RD,,0.0,80.0,,1.0,Kentucky coffee,8.0,"{'type': 'Point', 'coordinates': (-79.5936380023041, 43.6986299465741)}"
3319906,9146,377183,126,INGLEWOOD DR,GLENROSE AVE,MOUNT PLEASANT RD,,0.0,10.0,,11.0,"Oak, red",5.0,"{'type': 'Point', 'coordinates': (-79.3849223211001, 43.6880251409753)}"
3319907,9147,398004,65,BRIMWOOD BLVD,MACKLINGATE CRT,MELVA CRES,,0.0,10.0,,23.0,Honey locust,19.0,"{'type': 'Point', 'coordinates': (-79.27712593109642, 43.8124169242854)}"
3319908,9148,573982,40,OLD KINGSTON RD,,WEST HILL DR,,0.0,30.0,,25.0,"Linden, littleleaf 'Glenleven'",4.0,"{'type': 'Point', 'coordinates': (-79.1831295086808, 43.7755413824937)}"
3319909,9149,516780,53,YELLOWSTONE ST,TOPCLIFF AVE,DEMARIS AVE,,0.0,10.0,,7.0,"Oak, pin",8.0,"{'type': 'Point', 'coordinates': (-79.5117443464726, 43.756794061452)}"
3319910,9150,597433,53,SYRACUSE CRES,GARDENTREE ST,GARDENTREE ST,,0.0,10.0,,24.0,"Horsechestnut, 'Baumanii'",4.0,"{'type': 'Point', 'coordinates': (-79.1828337179522, 43.758877739384)}"
3319911,9151,SC6080,5,MEDICI CRT,CANZONE DR,,,0.0,10.0,,21.0,Honey locust,49.0,"{'type': 'Point', 'coordinates': (-79.2552934450772, 43.7497221455423)}"
3319912,9152,EY25427,67,VANDERHOOF AVE,SUTHERLAND DR,LAIRD DR,,0.0,10.0,,15.0,"Maple, red",10.0,"{'type': 'Point', 'coordinates': (-79.3651769869533, 43.7113562499625)}"
3319913,9153,NY147623,510,GLEN PARK AVE,HAVEN RD,LANSDOWNE AVE,,0.0,10.0,,8.0,"Spruce, white",20.0,"{'type': 'Point', 'coordinates': (-79.4588628762997, 43.707168599514)}"
3319914,9154,NY131704,141,CHIPWOOD CRES,EDMONTON DR,PINTO DR,,0.0,10.0,,17.0,"Spruce, Colorado blue",20.0,"{'type': 'Point', 'coordinates': (-79.3405459604037, 43.7928438569447)}"
3319915,9155,YO3127,26,NORVAL ST,HENRIETTA ST,,,0.0,10.0,,5.0,"Oak, bur",68.0,"{'type': 'Point', 'coordinates': (-79.483973264025, 43.6715138352139)}"
3319916,9156,NY84585,75,RANCHDALE CRES,BUTTERFIELD DR,AVONWICK GT,,0.0,10.0,,16.0,"Maple, Norway",46.0,"{'type': 'Point', 'coordinates': (-79.3217959465789, 43.7529233534587)}"
3319917,9157,360872,12,HASBROOKE DR,GRACEDALE BLVD,PEARLDALE AVE,,0.0,10.0,,7.0,"Horsechestnut, 'Ruby red'",4.0,"{'type': 'Point', 'coordinates': (-79.5607016597015, 43.7496287679871)}"
3319918,9158,TO65076,6,MONTCLAIR AVE,,PARKWOOD AVE,,0.0,10.0,,12.0,"Maple, Norway",62.0,"{'type': 'Point', 'coordinates': (-79.4101559344327, 43.68826193610631)}"
3319919,9159,NY41291,193,MAXOME AVE,NEWTON DR,LLOYDMINSTER CRES,,0.0,10.0,,18.0,"Mountain ash, oak leaf",46.0,"{'type': 'Point', 'coordinates': (-79.4033648829394, 43.7961974520911)}"
3319920,9160,395580,4,MILLENNIUM DR,TOUCHSTONE DR,LA DOLCE VITA DR,,0.0,10.0,,5.0,"Horsechestnut, 'Ruby red'",12.0,"{'type': 'Point', 'coordinates': (-79.498925183413, 43.6940740279477)}"
3319921,9161,TO133342,347,LYTTON BLVD,MONA DR,PROUDFOOT AVE,,0.0,10.0,,8.0,"Maple, Freeman 'Autumn Blaze'",38.0,"{'type': 'Point', 'coordinates': (-79.4184353231305, 43.7125186860414)}"
3319922,9162,527284,195,DUNFOREST AVE,LONGMORE ST,WILFRED AVE,,0.0,40.0,,18.0,"Maple, Norway",38.0,"{'type': 'Point', 'coordinates': (-79.4025609728275, 43.7781647228522)}"
3319923,9163,SC1344,4,FLORA DR,BIRCHMOUNT RD,LEAHANN DR,,0.0,10.0,,21.0,"Maple, silver",83.0,"{'type': 'Point', 'coordinates': (-79.2821020376079, 43.7423420214275)}"
3319924,9164,591609,500,THE KINGSWAY,OLDHAM RD,KIPLING AVE,,0.0,10.0,,2.0,Serviceberry,4.0,"{'type': 'Point', 'coordinates': (-79.5464341630233, 43.6733970844887)}"
3319925,9165,531170,36,GOSSAMER AVE,NEVADA AVE,ROBINTER DR,,0.0,920.0,,18.0,"Spruce, Colorado blue",39.0,"{'type': 'Point', 'coordinates': (-79.3995105688925, 43.8023821588183)}"
3319926,9166,199186,505,GARYRAY DR,KLONDIKE DR,BARMAC DR,,0.0,20.0,,7.0,"Lilac, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.551696394375, 43.7663767791751)}"
3319927,9167,407609,131,TORRESDALE AVE,,ANTIBES DR,,0.0,30.0,,6.0,Hackberry,8.0,"{'type': 'Point', 'coordinates': (-79.4527140530423, 43.7779994046209)}"
3319928,9168,479697,166,CODSELL AVE,GODDARD ST,ELDER ST,,0.0,10.0,,6.0,"Lilac, Japanese",16.0,"{'type': 'Point', 'coordinates': (-79.4509276848762, 43.7555371231256)}"
3319929,9169,379803,14,GRANDOR CRT,PRINCE PHILIP BLVD,,,0.0,10.0,,24.0,Hackberry,12.0,"{'type': 'Point', 'coordinates': (-79.2046241344956, 43.7454598015347)}"
3319930,9170,431346,233,ELMHURST DR,HALLOW CRES,BROOKMERE RD,,0.0,10.0,,1.0,"Maple, Freeman 'Autumn Blaze'",4.0,"{'type': 'Point', 'coordinates': (-79.5721664941342, 43.7285263932163)}"
3319931,9171,378378,333,BLOOR ST E,TED ROGERS WAY,MOUNT PLEASANT RD,,0.0,150.0,,11.0,"Maple, Norway",29.0,"{'type': 'Point', 'coordinates': (-79.3796833596699, 43.6707237028487)}"
3319932,9172,NY79187,132,GOULDING AVE,CROSSEN DR,SHETLAND ST,,0.0,10.0,,18.0,"Maple, Norway",50.0,"{'type': 'Point', 'coordinates': (-79.4296985662548, 43.7896455938212)}"
3319933,9173,YO10383,10,CHILTERN HILL RD,CROYDON RD,MARKDALE AVE,,0.0,10.0,,12.0,"Magnolia, saucer",8.0,"{'type': 'Point', 'coordinates': (-79.4263626666813, 43.6932466969704)}"
3319934,9174,608041,88,GLENGROVE AVE W,HEATHER ST,GLEN CASTLE ST,,0.0,5.0,,8.0,Tulip tree,4.0,"{'type': 'Point', 'coordinates': (-79.4071829342132, 43.718500394864)}"
3319935,9175,44429,120,KENWOOD AVE,MAPLEWOOD AVE,LN W VAUGHAN N MAPLEWOOD,,0.0,20.0,,12.0,"Maple, red",14.0,"{'type': 'Point', 'coordinates': (-79.4236413108806, 43.6863442009067)}"
3319936,9176,491318,11,LAXTON AVE,JAMESON AVE,DOWLING AVE,,0.0,10.0,,4.0,"Cedar, white",9.0,"{'type': 'Point', 'coordinates': (-79.4383693479472, 43.6392512490966)}"
3319937,9177,462124,119,INVERMAY AVE,KING HIGH AVE,FAYWOOD BLVD,,0.0,20.0,,6.0,"Honey locust, 'Sunburst'",8.0,"{'type': 'Point', 'coordinates': (-79.445809774377, 43.7390155513859)}"
3319938,9178,EY9648,51,HOLBORNE AVE,FAIRSIDE AVE,BINSWOOD AVE,,0.0,20.0,,19.0,"Maple, Manitoba",85.0,"{'type': 'Point', 'coordinates': (-79.3234434314357, 43.6933743351053)}"
3319939,9179,NY65860,182,DELL PARK AVE,FAIRHOLME AVE,MARLEE AVE,,0.0,10.0,,8.0,"Maple, Norway 'Crimson King'",20.0,"{'type': 'Point', 'coordinates': (-79.4449937538055, 43.7145529948156)}"
3319940,9180,NY115070,35,PLAYFAIR AVE,DUFFERIN ST,ENNERDALE ST,,0.0,20.0,,8.0,"Oak, English 'pyramidal'",30.0,"{'type': 'Point', 'coordinates': (-79.4560183915368, 43.7101632707829)}"
3319941,9181,437598,111,DALEGROVE CRES,NOTTINGHILL GT,DECARIE CRCL,,0.0,80.0,,2.0,"Basswood, American",6.0,"{'type': 'Point', 'coordinates': (-79.56703800592771, 43.6735402407755)}"
3319942,9182,184071,159,PARKMOUNT RD,HANSON ST,MOUNTJOY AVE,,0.0,10.0,,14.0,Ironwood,3.0,"{'type': 'Point', 'coordinates': (-79.3253874183066, 43.6810425052601)}"
3319943,9183,5134,2595,KEELE ST,RUSTIC RD,FALSTAFF AVE,,0.0,140.0,,5.0,"Oak, English",15.0,"{'type': 'Point', 'coordinates': (-79.4794906547106, 43.7184178550766)}"
3319944,9184,384949,22,MEADOWACRES DR,FARMCREST DR,COMMONS DR,,0.0,10.0,,22.0,"Spruce, Colorado blue",50.0,"{'type': 'Point', 'coordinates': (-79.3183205203365, 43.7709894668732)}"
3319945,9185,333853,2190,LAWRENCE AVE E,2190 LAWRENCE AVE E,10 CANLISH RD,,0.0,130.0,,21.0,Kentucky coffee,8.0,"{'type': 'Point', 'coordinates': (-79.282809679833, 43.7485177829664)}"
3319946,9186,28262,232,PRINCESS AVE,WILLOWDALE AVE,LONGMORE ST,,0.0,19.0,,18.0,"Elm, Chinese",40.0,"{'type': 'Point', 'coordinates': (-79.4022050519313, 43.7709181484562)}"
3319947,9187,446100,6817,STEELES AVE W,MARTIN GROVE RD,HIGHWAY 27 N,,0.0,40.0,,1.0,"Ash, white",7.0,"{'type': 'Point', 'coordinates': (-79.6129528028755, 43.7541633051618)}"
3319948,9188,147382,64,BEDFORD PARK AVE,LN E JEDBURGH N BEDFORD PARK,JEDBURGH RD,,0.0,40.0,,8.0,Ginkgo,6.0,"{'type': 'Point', 'coordinates': (-79.4063055987276, 43.7269622098613)}"
3319949,9189,487709,194,STRATHNAIRN AVE,BERTRAM ST,KEELE ST,,0.0,10.0,,5.0,"Willow, golden weeping",3.0,"{'type': 'Point', 'coordinates': (-79.4746484174203, 43.6960562313406)}"
3319950,9190,SC7947,12,WIRRAL CRT,GARRICK RD,,,0.0,10.0,,20.0,"Maple, Norway",35.0,"{'type': 'Point', 'coordinates': (-79.2449599485871, 43.7154321527223)}"
3319951,9191,YO25144,292,EARLSCOURT AVE,LN N TEIGNMOUTH W BOON,EVERSFIELD RD,,0.0,10.0,,9.0,"Birch, yellow",20.0,"{'type': 'Point', 'coordinates': (-79.4513075739486, 43.6862657023982)}"
3319952,9192,374272,1,BUTTERNUT ST,ELLERBECK ST,PLAYTER BLVD,,0.0,10.0,,14.0,Serviceberry,8.0,"{'type': 'Point', 'coordinates': (-79.3562641696542, 43.6801356190418)}"
3319953,9193,615929,4,GAITWIN PL,BRIMORTON DR,,,0.0,30.0,,24.0,"Elm, 'Princeton'",4.0,"{'type': 'Point', 'coordinates': (-79.2231360117992, 43.773876486742)}"
3319954,9194,NY76643,28,DEL RIA DR,CULFORD RD,VALENCIA CRES,,0.0,10.0,,5.0,"Maple, Norway",52.0,"{'type': 'Point', 'coordinates': (-79.4865622203607, 43.709758504321)}"
3319955,9195,SC72212,39,KENHATCH BLVD,MARRAKESH DR,PLACENTIA BLVD,,0.0,30.0,,23.0,"Cherry, Japanese",0.0,"{'type': 'Point', 'coordinates': (-79.2619530967949, 43.8028533796535)}"
3319956,9196,97112,66,ORFUS RD,PAUL DAVID ST,DUFFLAW RD,,0.0,40.0,,8.0,Serviceberry,6.0,"{'type': 'Point', 'coordinates': (-79.4621314727786, 43.7200516411221)}"
3319957,9197,234525,4,KINSDALE BLVD,KINSDALE LANE,CLOVERHILL RD,,0.0,110.0,,3.0,"Maple, Manitoba",21.0,"{'type': 'Point', 'coordinates': (-79.489653547166, 43.636048391992304)}"
3319958,9198,NY52391,429,QUEEN'S DR,VENICE DR,ARKWRIGHT ST,,0.0,10.0,,5.0,"Linden, Littleleaf",27.0,"{'type': 'Point', 'coordinates': (-79.4974407172835, 43.7090897332311)}"
